review_id,order_id,review_score,review_date,review_text
R002978,O007125,5.0,2026-01-30,Good quality
R002979,O002874,3.0,2026-03-20,Not as expected
R002980,O006024,1.0,2026-01-31,Damaged package
R002981,O003438,4.0,2026-06-22,Excellent product
R002982,O001908,5.0,2026-05-21,Great value
R002983,O004952,4.0,2026-07-11,Great value
R002984,O004991,5.0,2026-08-21,Fast delivery
R002985,O000369,2.0,2026-07-05,Not as expected
R002986,O001938,3.0,2026-01-11,Not as expected
R002987,O001152,4.0,2026-05-09,Great value
R002988,O006906,5.0,2026-07-05,Damaged package
R002989,O004562,2.0,2026-08-04,Damaged package
R002990,O006254,4.0,2026-01-08,Good quality
R002991,O007083,5.0,2026-08-20,Late delivery
R002992,O000192,2.0,2026-05-27,Good quality
R002993,O006393,3.0,2026-05-17,Late delivery
R002994,O003850,4.0,2026-05-05,Damaged package
R002995,O000175,4.0,2026-03-21,Late delivery
R002996,O001904,4.0,2026-08-29,Good quality
R002997,O001100,5.0,2026-07-03,Damaged package
R002998,O004765,2.0,2026-07-20,Average experience
R002999,O003077,5.0,2026-01-09,Average experience
R003000,O002293,5.0,2026-08-15,Late delivery
R003001,O006272,4.0,2026-02-20,Fast delivery
R003002,O007002,5.0,2026-07-31,Damaged package
R003003,O004773,4.0,2026-08-23,Fast delivery
R003004,O003752,3.0,2026-07-14,Not as expected
R003005,O001165,4.0,2026-02-07,Not as expected
R003006,O003965,2.0,2026-05-14,Good quality
R003007,O004163,5.0,2026-03-08,Great value
R003008,O003177,2.0,2026-06-26,Excellent product
R003009,O005358,4.0,2026-01-21,Fast delivery
R003010,O005087,4.0,2026-05-05,Good quality
R003011,O001662,4.0,2026-04-07,Average experience
R003012,O000509,4.0,2026-06-30,Fast delivery
R003013,O000167,4.0,2026-06-28,Excellent product
R003014,O003403,5.0,2026-04-19,Good quality
R003015,O005860,4.0,2026-04-07,Not as expected
R003016,O003318,4.0,2026-04-11,Excellent product
R003017,O004848,2.0,2026-05-05,Damaged package
R003018,O000104,5.0,2026-01-06,Good quality
R003019,O003544,4.0,2026-08-05,Great value
R003020,O004358,4.0,2026-02-23,Damaged package
R003021,O003306,5.0,2026-02-01,Excellent product
R003022,O006127,5.0,2026-08-29,Great value
R003023,O004421,4.0,2026-02-13,Late delivery
R003024,O001753,4.0,2026-04-09,Late delivery
R003025,O006431,3.0,2026-06-20,Great value
R003026,O003990,4.0,2026-06-16,Not as expected
R003027,O006107,4.0,2026-02-18,Average experience
R003028,O002917,4.0,2026-02-02,Damaged package
R003029,O006953,3.0,2026-01-09,Good quality
R003030,O001659,5.0,2026-05-18,Fast delivery
R003031,O000153,4.0,2026-02-17,Average experience
R003032,O004032,4.0,2026-04-17,Fast delivery
R003033,O002484,3.0,2026-07-09,Average experience
R003034,O001584,5.0,2026-06-03,Average experience
R003035,O006058,3.0,2026-04-16,Late delivery
R003036,O002553,4.0,2026-07-17,Great value
R003037,O003594,5.0,2026-07-15,Average experience
R003038,O006084,4.0,2026-03-24,Late delivery
R003039,O003769,4.0,2026-07-27,Not as expected
R003040,O005282,5.0,2026-07-12,Average experience
R003041,O003249,5.0,2026-01-18,Great value
R003042,O006885,3.0,2026-08-19,Damaged package
R003043,O002210,4.0,2026-03-20,Great value
R003044,O007149,4.0,2026-03-23,Not as expected
R003045,O005791,2.0,2026-02-15,Damaged package
R003046,O002986,4.0,2026-03-31,Damaged package
R003047,O001823,5.0,2026-01-27,Damaged package
R003048,O005552,5.0,2026-05-14,Not as expected
R003049,O004111,5.0,2026-01-10,Fast delivery
R003050,O004318,1.0,2026-06-24,Fast delivery
R003051,O004555,4.0,2026-05-07,Late delivery
R003052,O000310,5.0,2026-03-11,Late delivery
R003053,O000213,4.0,2026-05-10,Excellent product
R003054,O003572,5.0,2026-06-13,Average experience
R003055,O004311,4.0,2026-07-25,Great value
R003056,O003787,4.0,2026-06-27,Good quality
R003057,O000496,4.0,2026-04-24,Fast delivery
R003058,O000206,5.0,2026-07-20,Not as expected
R003059,O001435,4.0,2026-08-01,Excellent product
R003060,O001136,4.0,2026-08-15,Not as expected
R003061,O002585,5.0,2026-03-08,Late delivery
R003062,O000869,4.0,2026-01-25,Great value
R003063,O002750,4.0,2026-03-28,Good quality
R003064,O000306,5.0,2026-04-26,Late delivery
R003065,O001850,4.0,2026-04-19,Great value
R003066,O005744,4.0,2026-08-07,Fast delivery
R003067,O001989,2.0,2026-08-20,Great value
R003068,O002799,5.0,2026-08-18,Not as expected
R003069,O005557,4.0,2026-03-10,Good quality
R003070,O001535,5.0,2026-01-13,Excellent product
R003071,O000844,5.0,2026-01-23,Good quality
R003072,O001988,5.0,2026-06-06,Good quality
R003073,O004942,3.0,2026-03-04,Excellent product
R003074,O004831,4.0,2026-05-17,Average experience
R003075,O005914,1.0,2026-07-24,Average experience
R003076,O000384,4.0,2026-04-13,Not as expected
R003077,O001539,5.0,2026-08-12,Damaged package
R003078,O000212,4.0,2026-08-14,Average experience
R003079,O001958,4.0,2026-03-11,Not as expected
R003080,O004705,3.0,2026-08-08,Great value
R003081,O002439,4.0,2026-07-14,Late delivery
R003082,O002728,5.0,2026-04-12,Damaged package
R003083,O003425,4.0,2026-03-10,Great value
R003084,O003985,5.0,2026-03-11,Late delivery
R003085,O001350,4.0,2026-02-05,Good quality
R003086,O004503,4.0,2026-04-17,Fast delivery
R003087,O003136,3.0,2026-01-25,Good quality
R003088,O005507,2.0,2026-02-02,Fast delivery
R003089,O000681,5.0,2026-05-21,Damaged package
R003090,O000181,5.0,2026-06-03,Great value
R003091,O006853,3.0,2026-02-01,Excellent product
R003092,O007188,4.0,2026-01-23,Great value
R003093,O006651,4.0,2026-03-14,Excellent product
R003094,O004300,5.0,2026-04-13,Great value
R003095,O000279,3.0,2026-06-09,Excellent product
R003096,O003122,2.0,2026-05-08,Late delivery
R003097,O006172,3.0,2026-04-28,Not as expected
R003098,O002481,3.0,2026-03-02,Not as expected
R003099,O000290,3.0,2026-03-04,Late delivery
R003100,O003076,5.0,2026-08-20,Late delivery
R003101,O006349,5.0,2026-07-28,Fast delivery
R003102,O005405,4.0,2026-02-05,Average experience
R003103,O000994,5.0,2026-05-18,Damaged package
R003104,O002237,4.0,2026-02-05,Average experience
R003105,O003814,4.0,2026-03-17,Excellent product
R003106,O000040,5.0,2026-08-30,Not as expected
R003107,O005075,5.0,2026-02-25,Excellent product
R003108,O002755,4.0,2026-01-19,Average experience
R003109,O005772,5.0,2026-03-05,Good quality
R003110,O003545,1.0,2026-08-11,Excellent product
R003111,O000271,2.0,2026-05-25,Not as expected
R003112,O003155,4.0,2026-01-16,Not as expected
R003113,O002884,4.0,2026-01-23,Fast delivery
R003114,O005885,3.0,2026-04-07,Average experience
R003115,O005759,5.0,2026-02-15,Good quality
R003116,O004759,4.0,2026-03-16,Damaged package
R003117,O005594,4.0,2026-02-12,Fast delivery
R003118,O000112,,2026-03-08,Good quality
R003119,O001392,5.0,2026-04-02,Damaged package
R003120,O002601,5.0,2026-04-24,Damaged package
R003121,O000221,4.0,2026-08-01,Not as expected
R003122,O006114,4.0,2026-08-04,Fast delivery
R003123,O004340,4.0,2026-02-11,Excellent product
R003124,O004377,5.0,2026-04-05,Damaged package
R003125,O000084,4.0,2026-07-02,Good quality
R003126,O000874,2.0,2026-07-29,Damaged package
R003127,O006671,4.0,2026-05-27,Fast delivery
R003128,O006092,3.0,2026-06-18,Not as expected
R003129,O000462,4.0,2026-03-09,Average experience
R003130,O006331,4.0,2026-06-16,Not as expected
R003131,O000552,3.0,2026-01-10,Late delivery
R003132,O007021,5.0,2026-05-09,Not as expected
R003133,O002375,4.0,2026-06-05,Late delivery
R003134,O006053,4.0,2026-02-19,Good quality
R003135,O002247,5.0,2026-08-14,Not as expected
R003136,O006989,4.0,2026-03-22,Damaged package
R003137,O006654,1.0,2026-01-31,Great value
R003138,O002451,4.0,2026-06-08,Average experience
R003139,O002330,5.0,2026-05-24,Not as expected
R003140,O006054,5.0,2026-04-18,Late delivery
R003141,O002147,2.0,2026-03-22,Average experience
R003142,O004155,4.0,2026-07-07,Good quality
R003143,O003835,3.0,2026-02-27,Fast delivery
R003144,O006355,5.0,2026-08-22,Excellent product
R003145,O000651,5.0,2026-08-11,Great value
R003146,O000709,4.0,2026-01-03,Excellent product
R003147,O006156,5.0,2026-04-10,Damaged package
R003148,O003608,3.0,2026-07-03,Damaged package
R003149,O003541,4.0,2026-05-06,Average experience
R003150,O003451,1.0,2026-01-04,Great value
R003151,O003064,2.0,2026-02-09,Great value
R003152,O004825,4.0,2026-01-04,Not as expected
R003153,O001425,5.0,2026-03-21,Fast delivery
R003154,O001217,1.0,2026-03-25,Fast delivery
R003155,O005495,4.0,2026-02-14,Average experience
R003156,O001925,4.0,2026-05-28,Great value
R003157,O005901,4.0,2026-07-03,Late delivery
R003158,O003952,1.0,2026-03-09,Great value
R003159,O000315,4.0,2026-06-27,Average experience
R003160,O004016,2.0,2026-03-10,Damaged package
R003161,O001428,4.0,2026-06-18,Fast delivery
R003162,O005704,5.0,2026-07-27,Late delivery
R003163,O005669,4.0,2026-01-10,Fast delivery
R003164,O003130,5.0,2026-05-06,Fast delivery
R003165,O004122,3.0,2026-06-21,Damaged package
R003166,O005825,5.0,2026-07-17,Good quality
R003167,O003009,3.0,2026-07-21,Great value
R003168,O005959,5.0,2026-04-20,Great value
R003169,O001106,5.0,2026-05-25,Great value
R003170,O003783,5.0,2026-06-10,Damaged package
R003171,O005293,3.0,2026-07-05,Late delivery
R003172,O004417,4.0,2026-04-18,Good quality
R003173,O007200,1.0,2026-07-17,Not as expected
R003174,O004605,4.0,2026-05-05,Damaged package
R003175,O000685,1.0,2026-08-14,Good quality
R003176,O005270,1.0,2026-05-11,Good quality
R003177,O004627,3.0,2026-01-13,Damaged package
R003178,O002766,5.0,2026-02-03,Damaged package
R003179,O003440,,2026-05-03,Late delivery
R003180,O004003,5.0,2026-01-18,Fast delivery
R003181,O002452,4.0,2026-02-14,Damaged package
R003182,O003652,4.0,2026-02-01,Good quality
R003183,O000327,4.0,2026-03-27,Fast delivery
R003184,O002653,4.0,2026-05-12,Great value
R003185,O006021,3.0,2026-01-18,Not as expected
R003186,O002177,4.0,2026-05-05,Damaged package
R003187,O003817,1.0,2026-07-28,Excellent product
R003188,O005949,4.0,2026-02-23,Damaged package
R003189,O006231,4.0,2026-05-07,Excellent product
R003190,O004369,1.0,2026-04-16,Great value
R003191,O002788,4.0,2026-02-02,Good quality
R003192,O004899,5.0,2026-03-04,Late delivery
R003193,O006422,3.0,2026-05-16,Average experience
R003194,O001677,4.0,2026-06-08,Late delivery
R003195,O000349,5.0,2026-03-07,Fast delivery
R003196,O005252,5.0,2026-06-10,Great value
R003197,O005274,3.0,2026-07-21,Average experience
R003198,O004571,3.0,2026-07-15,Excellent product
R003199,O001627,3.0,2026-08-10,Average experience
R003200,O004373,4.0,2026-05-27,Fast delivery
R003201,O003320,5.0,2026-05-19,Not as expected
R003202,O003625,3.0,2026-07-05,Late delivery
R003203,O000872,4.0,2026-02-22,Good quality
R003204,O004211,5.0,2026-06-30,Damaged package
R003205,O003867,3.0,2026-03-28,Good quality
R003206,O006200,2.0,2026-01-13,Great value
R003207,O002219,2.0,2026-01-23,Not as expected
R003208,O005649,4.0,2026-06-05,Damaged package
R003209,O002122,3.0,2026-02-06,Excellent product
R003210,O003932,4.0,2026-06-02,Great value
R003211,O003530,5.0,2026-02-04,Damaged package
R003212,O005648,4.0,2026-04-10,Fast delivery
R003213,O000086,4.0,2026-03-23,Good quality
R003214,O004113,5.0,2026-07-31,Damaged package
R003215,O001878,5.0,2026-01-29,Damaged package
R003216,O002802,4.0,2026-08-12,Average experience
R003217,O005685,5.0,2026-07-08,Damaged package
R003218,O002641,3.0,2026-08-18,Average experience
R003219,O006164,3.0,2026-08-02,Late delivery
R003220,O002881,5.0,2026-01-09,Good quality
R003221,O003495,5.0,2026-04-05,Great value
R003222,O000495,4.0,2026-04-22,Damaged package
R003223,O002020,5.0,2026-04-15,Average experience
R003224,O002526,3.0,2026-06-05,Damaged package
R003225,O006274,2.0,2026-07-17,Excellent product
R003226,O003327,5.0,2026-01-08,Average experience
R003227,O005564,4.0,2026-08-07,Good quality
R003228,O004060,2.0,2026-02-19,Damaged package
R003229,O001271,4.0,2026-04-02,Late delivery
R003230,O004863,4.0,2026-06-20,Average experience
R003231,O004020,4.0,2026-03-09,Average experience
R003232,O002896,1.0,2026-04-16,Good quality
R003233,O003873,5.0,2026-07-16,Damaged package
R003234,O005951,5.0,2026-06-25,Great value
R003235,O000619,5.0,2026-02-02,Not as expected
R003236,O006162,5.0,2026-03-09,Good quality
R003237,O004023,5.0,2026-07-25,Not as expected
R003238,O003857,,2026-06-09,Late delivery
R003239,O003906,4.0,2026-05-17,Good quality
R003240,O006921,4.0,2026-07-03,Late delivery
R003241,O005788,4.0,2026-07-01,Damaged package
R003242,O001414,3.0,2026-03-19,Damaged package
R003243,O002202,2.0,2026-07-18,Excellent product
R003244,O002002,5.0,2026-04-17,Late delivery
R003245,O005369,4.0,2026-01-12,Excellent product
R003246,O000870,2.0,2026-05-16,Damaged package
R003247,O002359,5.0,2026-03-27,Good quality
R003248,O002007,5.0,2026-04-01,Average experience
R003249,O003091,4.0,2026-08-17,Damaged package
R003250,O006789,,2026-06-26,Damaged package
R003251,O004985,5.0,2026-01-07,Excellent product
R003252,O000357,2.0,2026-03-21,Not as expected
R003253,O001163,5.0,2026-07-23,Great value
R003254,O005580,2.0,2026-04-19,Late delivery
R003255,O003065,5.0,2026-03-30,Excellent product
R003256,O007105,3.0,2026-01-29,Not as expected
R003257,O003162,4.0,2026-06-10,Damaged package
R003258,O003536,,2026-02-24,Good quality
R003259,O006281,3.0,2026-06-07,Average experience
R003260,O003947,5.0,2026-03-17,Excellent product
R003261,O007131,2.0,2026-02-08,Good quality
R003262,O001891,1.0,2026-06-23,Not as expected
R003263,O000580,1.0,2026-07-03,Great value
R003264,O002320,5.0,2026-05-25,Excellent product
R003265,O003762,4.0,2026-07-26,Excellent product
R003266,O001692,4.0,2026-06-13,Damaged package
R003267,O000863,5.0,2026-05-24,Late delivery
R003268,O004873,4.0,2026-08-06,Damaged package
R003269,O007190,5.0,2026-07-21,Great value
R003270,O002381,1.0,2026-04-01,Average experience
R003271,O002379,3.0,2026-04-02,Average experience
R003272,O005787,5.0,2026-04-03,Late delivery
R003273,O005072,5.0,2026-02-17,Damaged package
R003274,O006983,5.0,2026-04-19,Not as expected
R003275,O003793,4.0,2026-08-22,Good quality
R003276,O001117,5.0,2026-05-29,Great value
R003277,O001542,3.0,2026-04-30,Late delivery
R003278,O004044,4.0,2026-03-25,Late delivery
R003279,O006857,5.0,2026-04-26,Late delivery
R003280,O006623,4.0,2026-06-08,Fast delivery
R003281,O007044,5.0,,Not as expected
R003282,O004858,4.0,2026-08-31,Late delivery
R003283,O005752,5.0,2026-05-24,Late delivery
R003284,O003468,3.0,2026-04-05,Excellent product
R003285,O005360,4.0,2026-04-11,Average experience
R003286,O004687,4.0,2026-08-24,Good quality
R003287,O002501,4.0,2026-02-13,Average experience
R003288,O006952,4.0,2026-08-12,Excellent product
R003289,O005458,5.0,2026-03-15,Not as expected
R003290,O006383,3.0,2026-07-09,Late delivery
R003291,O006938,2.0,2026-04-14,Good quality
R003292,O007085,4.0,2026-03-08,Average experience
R003293,O003529,5.0,2026-05-02,Late delivery
R003294,O005421,5.0,2026-02-27,Great value
R003295,O007029,5.0,2026-06-02,Late delivery
R003296,O006862,5.0,2026-07-20,Average experience
R003297,O006925,2.0,2026-02-09,Late delivery
R003298,O004230,4.0,2026-08-29,Great value
R003299,O005357,4.0,2026-06-28,Damaged package
R003300,O005188,4.0,2026-05-18,Damaged package
R003301,O006904,,2026-06-12,Great value
R003302,O002053,5.0,2026-03-14,Fast delivery
R003303,O001777,5.0,2026-08-07,Good quality
R003304,O005170,1.0,2026-02-15,Good quality
R003305,O004405,1.0,2026-07-02,Damaged package
R003306,O002537,2.0,2026-03-10,Good quality
R003307,O005166,4.0,2026-05-24,Good quality
R003308,O003928,5.0,2026-02-08,Late delivery
R003309,O001593,4.0,2026-03-02,Fast delivery
R003310,O001724,4.0,2026-07-17,Great value
R003311,O005637,5.0,2026-03-12,Fast delivery
R003312,O006307,3.0,2026-03-19,Good quality
R003313,O002612,5.0,2026-06-22,Great value
R003314,O006805,3.0,2026-08-28,Great value
R003315,O000491,4.0,2026-04-08,Not as expected
R003316,O006056,5.0,2026-06-04,Late delivery
R003317,O002911,5.0,2026-08-21,Average experience
R003318,O001007,3.0,2026-01-01,Great value
R003319,O004624,2.0,2026-04-26,Damaged package
R003320,O002504,4.0,2026-08-23,Fast delivery
R003321,O004537,5.0,2026-03-18,Good quality
R003322,O002315,5.0,2026-07-02,Great value
R003323,O002555,1.0,2026-08-31,Not as expected
R003324,O001418,5.0,2026-05-13,Fast delivery
R003325,O003097,4.0,2026-08-02,Great value
R003326,O000026,4.0,2026-07-26,Excellent product
R003327,O002410,4.0,2026-04-23,Great value
R003328,O003271,5.0,2026-04-15,Great value
R003329,O001114,4.0,2026-01-31,Damaged package
R003330,O004274,1.0,2026-04-30,Fast delivery
R003331,O001553,4.0,2026-05-16,Late delivery
R003332,O006154,4.0,2026-08-12,Great value
R003333,O006199,5.0,2026-04-03,Average experience
R003334,O003482,4.0,2026-04-08,Average experience
R003335,O003215,4.0,2026-08-16,Average experience
R003336,O000434,5.0,2026-02-01,Damaged package
R003337,O000980,3.0,2026-04-02,Fast delivery
R003338,O002656,1.0,2026-05-27,Late delivery
R003339,O001848,5.0,2026-08-18,Good quality
R003340,O004879,5.0,2026-08-26,Great value
R003341,O007068,5.0,2026-06-15,Excellent product
R003342,O001128,3.0,2026-03-02,Average experience
R003343,O004413,4.0,2026-03-23,Average experience
R003344,O005340,1.0,2026-05-06,Damaged package
R003345,O004248,5.0,2026-01-22,Damaged package
R003346,O002519,3.0,2026-02-23,Great value
R003347,O006920,4.0,2026-05-30,Not as expected
R003348,O001103,4.0,2026-05-17,Good quality
R003349,O003277,4.0,2026-03-10,Late delivery
R003350,O006159,1.0,2026-06-09,Fast delivery
R003351,O004881,4.0,2026-02-01,Great value
R003352,O005613,4.0,2026-07-02,Not as expected
R003353,O006493,3.0,2026-07-01,Not as expected
R003354,O006900,4.0,2026-04-19,Damaged package
R003355,O000195,5.0,2026-02-13,Fast delivery
R003356,O000616,5.0,2026-01-23,Damaged package
R003357,O000644,5.0,2026-04-14,Not as expected
R003358,O006702,5.0,2026-01-30,Damaged package
R003359,O003286,5.0,2026-06-20,Not as expected
R003360,O003117,5.0,2026-07-26,Excellent product
R003361,O003584,4.0,2026-04-12,Average experience
R003362,O002777,3.0,2026-02-10,Late delivery
R003363,O005905,5.0,2026-05-03,Late delivery
R003364,O006087,4.0,2026-02-01,Average experience
R003365,O005511,5.0,2026-02-22,Fast delivery
R003366,O000331,5.0,2026-03-10,Late delivery
R003367,O002208,4.0,2026-04-12,Average experience
R003368,O004715,5.0,2026-08-06,Excellent product
R003369,O005181,2.0,2026-07-14,Great value
R003370,O002671,3.0,2026-06-29,Damaged package
R003371,O003300,4.0,2026-01-01,Great value
R003372,O000973,5.0,2026-02-02,Not as expected
R003373,O000484,5.0,2026-02-14,Damaged package
R003374,O002421,4.0,2026-07-20,Good quality
R003375,O002603,4.0,2026-01-18,Fast delivery
R003376,O000720,4.0,2026-08-16,Good quality
R003377,O005457,5.0,2026-05-02,Fast delivery
R003378,O002060,5.0,2026-04-22,Late delivery
R003379,O002804,3.0,2026-03-14,Excellent product
R003380,O002567,2.0,2026-06-16,Excellent product
R003381,O006344,2.0,2026-06-26,Good quality
R003382,O000033,5.0,2026-03-26,Late delivery
R003383,O000665,5.0,2026-07-06,Damaged package
R003384,O005776,3.0,2026-04-10,Average experience
R003385,O004792,5.0,2026-07-30,Fast delivery
R003386,O005944,4.0,2026-08-17,Good quality
R003387,O001445,4.0,2026-06-14,Great value
R003388,O003528,4.0,2026-01-01,Good quality
R003389,O002793,5.0,2026-02-28,Fast delivery
R003390,O003505,3.0,2026-03-05,Not as expected
R003391,O007016,5.0,2026-02-19,Average experience
R003392,O001706,5.0,2026-08-01,Great value
R003393,O004149,1.0,2026-04-09,Fast delivery
R003394,O005440,5.0,2026-02-28,Fast delivery
R003395,O003801,4.0,2026-01-07,Late delivery
R003396,O004177,4.0,2026-06-08,Great value
R003397,O005695,2.0,2026-07-08,Average experience
R003398,O003228,4.0,2026-07-10,Damaged package
R003399,O000119,5.0,2026-07-15,Damaged package
R003400,O002278,1.0,2026-05-30,Fast delivery
R003401,O002906,4.0,2026-04-29,Not as expected
R003402,O003626,4.0,2026-03-19,Fast delivery
R003403,O001402,3.0,2026-03-24,Not as expected
R003404,O000740,5.0,2026-04-21,Fast delivery
R003405,O002457,5.0,2026-03-18,Damaged package
R003406,O000171,5.0,2026-04-28,Great value
R003407,O000541,4.0,2026-07-10,Great value
R003408,O000884,2.0,2026-06-21,Damaged package
R003409,O006930,5.0,2026-08-31,Fast delivery
R003410,O005396,2.0,2026-03-30,Fast delivery
R003411,O004828,5.0,2026-01-18,Not as expected
R003412,O004820,3.0,2026-02-06,Late delivery
R003413,O005410,5.0,2026-08-27,Good quality
R003414,O000675,4.0,2026-06-12,Average experience
R003415,O003210,4.0,2026-06-15,Excellent product
R003416,O000398,5.0,2026-03-11,Fast delivery
R003417,O002916,5.0,2026-01-07,Not as expected
R003418,O003816,2.0,2026-02-18,Not as expected
R003419,O001816,5.0,2026-01-09,Damaged package
R003420,O004587,1.0,2026-03-25,Excellent product
R003421,O003765,4.0,2026-06-25,Fast delivery
R003422,O002101,5.0,2026-05-19,Late delivery
R003423,O004317,4.0,2026-06-06,Good quality
R003424,O007136,5.0,2026-07-18,Excellent product
R003425,O006068,4.0,2026-05-15,Great value
R003426,O002102,4.0,2026-05-31,Great value
R003427,O006770,5.0,2026-02-03,Great value
R003428,O004766,5.0,2026-02-23,Average experience
R003429,O005256,5.0,2026-02-27,Damaged package
R003430,O001549,2.0,2026-03-14,Late delivery
R003431,O004314,3.0,2026-03-24,Average experience
R003432,O005897,4.0,2026-04-21,Not as expected
R003433,O003324,5.0,2026-06-06,Average experience
R003434,O000356,5.0,2026-04-01,Damaged package
R003435,O003672,4.0,2026-05-19,Fast delivery
R003436,O003972,5.0,2026-03-21,Excellent product
R003437,O004987,5.0,2026-06-14,Late delivery
R003438,O002536,4.0,2026-08-16,Fast delivery
R003439,O006378,3.0,2026-01-02,Late delivery
R003440,O003221,4.0,2026-06-05,Great value
R003441,O005130,4.0,2026-08-12,Good quality
R003442,O002374,4.0,2026-05-27,Late delivery
R003443,O001052,5.0,2026-04-12,Damaged package
R003444,O003075,5.0,2026-03-14,Good quality
R003445,O002322,5.0,2026-03-01,Good quality
R003446,O004597,4.0,2026-06-04,Average experience
R003447,O003335,3.0,2026-04-23,Fast delivery
R003448,O004642,1.0,2026-07-28,Late delivery
R003449,O001752,2.0,2026-08-29,Late delivery
R003450,O004081,2.0,2026-04-24,Good quality
R003451,O001773,5.0,2026-02-08,Damaged package
R003452,O001197,3.0,2026-04-03,Excellent product
R003453,O001879,2.0,2026-07-11,Good quality
R003454,O002669,5.0,2026-02-01,Average experience
R003455,O007186,5.0,2026-06-27,Excellent product
R003456,O002017,4.0,2026-06-01,Average experience
R003457,O002006,4.0,2026-02-20,Fast delivery
R003458,O005843,5.0,2026-07-21,Not as expected
R003459,O001483,,2026-06-25,Average experience
R003460,O003238,1.0,2026-04-20,Damaged package
R003461,O000329,4.0,2026-06-17,Not as expected
R003462,O000649,4.0,2026-07-29,Fast delivery
R003463,O002946,5.0,2026-03-12,Good quality
R003464,O003593,4.0,2026-03-05,Average experience
R003465,O001124,5.0,2026-08-05,Damaged package
R003466,O006510,5.0,2026-06-17,Fast delivery
R003467,O002789,2.0,2026-04-19,Fast delivery
R003468,O004210,5.0,2026-02-20,Not as expected
R003469,O003622,4.0,2026-03-17,Excellent product
R003470,O004852,5.0,2026-07-18,Good quality
R003471,O005038,4.0,2026-02-28,Good quality
R003472,O006030,4.0,2026-04-23,Excellent product
R003473,O001260,3.0,2026-07-29,Good quality
R003474,O004265,3.0,2026-05-21,Good quality
R003475,O005999,5.0,2026-04-17,Excellent product
R003476,O006579,2.0,2026-08-15,Fast delivery
R003477,O001520,3.0,2026-06-12,Great value
R003478,O007035,4.0,2026-03-11,Damaged package
R003479,O001379,3.0,2026-05-30,Good quality
R003480,O005254,4.0,2026-08-30,Great value
R003481,O001024,4.0,2026-05-14,Excellent product
R003482,O002588,3.0,2026-07-04,Average experience
R003483,O002919,5.0,2026-04-26,Late delivery
R003484,O005013,3.0,2026-06-26,Not as expected
R003485,O005121,3.0,2026-05-04,Damaged package
R003486,O003967,3.0,2026-03-31,Late delivery
R003487,O000913,3.0,2026-08-07,Great value
R003488,O002858,1.0,2026-08-22,Fast delivery
R003489,O007006,5.0,2026-03-14,Late delivery
R003490,O001676,4.0,2026-03-24,Average experience
R003491,O001747,1.0,2026-08-22,Great value
R003492,O003027,4.0,2026-03-14,Good quality
R003493,O000533,5.0,2026-04-29,Great value
R003494,O001737,4.0,2026-07-14,Damaged package
R003495,O001630,5.0,2026-04-06,Not as expected
R003496,O004748,2.0,2026-02-15,Late delivery
R003497,O000431,4.0,2026-03-12,Good quality
R003498,O001809,4.0,2026-02-12,Good quality
R003499,O004578,4.0,2026-06-27,Damaged package
R003500,O003510,4.0,2026-07-31,Fast delivery
R003501,O006833,4.0,2026-07-20,Average experience
R003502,O004680,5.0,2026-01-31,Late delivery
R003503,O000235,4.0,2026-01-15,Good quality
R003504,O004526,4.0,2026-08-09,Late delivery
R003505,O002223,3.0,2026-04-24,Late delivery
R003506,O004392,4.0,2026-07-25,Good quality
R003507,O004123,4.0,2026-02-27,Late delivery
R003508,O006168,5.0,2026-03-24,Excellent product
R003509,O004437,5.0,2026-04-29,Damaged package
R003510,O006427,5.0,2026-05-14,Average experience
R003511,O001949,5.0,2026-05-07,Average experience
R003512,O005506,4.0,2026-02-21,Great value
R003513,O006394,3.0,2026-08-03,Fast delivery
R003514,O005470,5.0,2026-07-19,Average experience
R003515,O003493,4.0,2026-07-01,Average experience
R003516,O006592,5.0,2026-01-10,Good quality
R003517,O001996,5.0,2026-01-12,Not as expected
R003518,O002672,2.0,2026-03-30,Great value
R003519,O007051,1.0,2026-04-05,Not as expected
R003520,O002225,4.0,2026-07-13,Good quality
R003521,O001107,3.0,2026-02-17,Fast delivery
R003522,O005936,3.0,2026-05-21,Great value
R003523,O000819,4.0,2026-08-31,Good quality
R003524,O003667,5.0,2026-07-10,Not as expected
R003525,O004657,3.0,2026-08-03,Fast delivery
R003526,O005963,5.0,2026-04-02,Excellent product
R003527,O005230,4.0,2026-02-06,Late delivery
R003528,O001698,5.0,2026-08-19,Not as expected
R003529,O004055,3.0,2026-06-12,Good quality
R003530,O000137,3.0,2026-01-31,Fast delivery
R003531,O001643,4.0,2026-05-18,Not as expected
R003532,O006473,5.0,2026-01-26,Late delivery
R003533,O004811,5.0,2026-03-17,Not as expected
R003534,O006386,3.0,2026-05-30,Average experience
R003535,O001181,,2026-08-02,Late delivery
R003536,O004517,4.0,2026-04-17,Excellent product
R003537,O000889,4.0,2026-05-01,Late delivery
R003538,O002988,5.0,2026-03-27,Excellent product
R003539,O003909,5.0,2026-05-13,Excellent product
R003540,O002438,4.0,2026-05-26,Late delivery
R003541,O003766,1.0,2026-07-19,Good quality
R003542,O006343,2.0,2026-08-24,Good quality
R003543,O000818,4.0,2026-05-10,Damaged package
R003544,O001112,5.0,2026-02-16,Great value
R003545,O003415,4.0,2026-03-01,Damaged package
R003546,O004501,5.0,2026-05-20,Good quality
